TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
6859,2012-09-15,PIVI,Virginia pine,5.8,23,17,14,Pinus virginiana,Active,8
6860,2012-09-15,PIVI,Virginia pine,12.3,47,20,26,Pinus virginiana,Active,13
6861,2012-09-15,PIVI,Virginia pine,5.1,28,13,10,Pinus virginiana,Active,6
6862,2012-09-15,PIVI,Virginia pine,8.1,27,17,20,Pinus virginiana,Active,10
6863,2012-09-15,PIVI,Virginia pine,4.5,21,11,18,Pinus virginiana,Active,9
6864,2012-09-15,PIVI,Virginia pine,8.9,22,18,23,Pinus virginiana,Active,12
6865,2012-09-15,QUNI,Water oak,19.6,30,40,44,Quercus nigra,Active,22
6866,2012-09-15,PIVI,Virginia pine,8.9,23,18,18,Pinus virginiana,Active,9
6867,2012-09-17,QUST,Post oak,23.8,65,47,48,Quercus stellata,Active,24
6868,2012-09-17,ULAL,Winged elm,20.1,74,41,58,Ulmus alata,Active,29
6869,2012-09-17,PITA,Loblolly pine,13,58,29,25,Pinus taeda,Active,14
6870,2012-09-17,PITA,Loblolly pine,14.7,67,27,24,Pinus taeda,Active,14
6871,2012-09-17,PITA,Loblolly pine,14.9,50,25,33,Pinus taeda,Active,16
6872,2012-09-17,PITA,Loblolly pine,11.8,54,17,27,Pinus taeda,Active,14
6873,2012-09-17,PITA,Loblolly pine,12,55,17,17,Pinus taeda,Active,8
6874,2012-09-17,PITA,Loblolly pine,14.6,63,36,31,Pinus taeda,Active,18
6875,2012-09-17,PITA,Loblolly pine,11.9,58,23,31,Pinus taeda,Active,16
6876,2012-09-17,CELA,Sugarberry,6.8,46,27,19,Celtis laevigata,Active,14
6877,2012-09-17,CELA,Sugarberry,9.7,45,40,33,Celtis laevigata,Active,20
6878,2012-09-17,CELA,Sugarberry,18.8,42,42,38,Celtis laevigata,Active,21
6879,2012-09-17,TADI,Baldcypress,7.1,57,19,16,Taxodium distichum,Active,10
6880,2012-09-17,TADI,Baldcypress,6.1,40,16,12,Taxodium distichum,Active,8
6881,2012-09-17,TADI,Baldcypress,12,51,20,20,Taxodium distichum,Active,10
6882,2012-09-17,TADI,Baldcypress,10.6,46,27,23,Taxodium distichum,Active,14
6883,2012-09-17,TADI,Baldcypress,16.5,47,32,28,Taxodium distichum,Active,16
6884,2012-09-17,TADI,Baldcypress,10.4,42,19,16,Taxodium distichum,Active,10
6885,2012-09-17,ULAL,Winged elm,3,14,11,14,Ulmus alata,Active,7
6886,2012-09-17,AIAL,Tree of heaven,20.4,54,42,32,Ailanthus altissima,Active,21
6887,2012-09-17,TADI,Baldcypress,4.6,16,13,14,Taxodium distichum,Active,7
6888,2012-09-17,PITA,Loblolly pine,14.3,60,23,22,Pinus taeda,Active,12
6889,2012-09-17,PITA,Loblolly pine,15.6,55,37,22,Pinus taeda,Active,18
6890,2012-09-17,CELA,Sugarberry,4.1,21,17,21,Celtis laevigata,Active,10
6891,2012-09-17,PITA,Loblolly pine,12.7,29,29,30,Pinus taeda,Active,15
6892,2012-09-17,QUPH,Willow oak,3.9,26,13,13,Quercus phellos,Active,6
6893,2012-09-17,QUPH,Willow oak,2.4,14,9,9,Quercus phellos,Active,4
6894,2012-09-17,PITA,Loblolly pine,14.5,66,29,21,Pinus taeda,Active,14
6895,2012-09-17,PITA,Loblolly pine,14.2,74,24,19,Pinus taeda,Active,12
6896,2012-09-17,PITA,Loblolly pine,8.6,41,14,15,Pinus taeda,Active,8
6897,2012-09-17,PITA,Loblolly pine,15.7,71,25,25,Pinus taeda,Active,12
6898,2012-09-17,PITA,Loblolly pine,9.4,49,16,17,Pinus taeda,Active,8
6899,2012-09-17,PITA,Loblolly pine,13.3,61,17,17,Pinus taeda,Active,8
6900,2012-09-17,PITA,Loblolly pine,18.7,67,31,36,Pinus taeda,Active,18
6901,2012-09-17,PITA,Loblolly pine,1.5,10,8,8,Pinus taeda,Active,4
6902,2012-09-17,PITA,Loblolly pine,4.2,59,23,24,Pinus taeda,Active,12
6903,2012-09-17,PITA,Loblolly pine,12.5,62,24,18,Pinus taeda,Active,12
6904,2012-09-17,CECA,Eastern redbud,2.7,8,15,19,Cercis canadensis,Active,10
6905,2012-09-17,CECA,Eastern redbud,2.5,10,13,17,Cercis canadensis,Active,8
6906,2012-09-17,PITA,Loblolly pine,10.1,59,20,13,Pinus taeda,Active,10
6907,2012-09-17,PITA,Loblolly pine,11.1,61,15,15,Pinus taeda,Active,8
6908,2012-09-17,PITA,Loblolly pine,11.8,59,21,18,Pinus taeda,Active,10
6909,2012-09-17,PITA,Loblolly pine,3.4,13,9,9,Pinus taeda,Active,4
6910,2012-09-17,PITA,Loblolly pine,16.4,49,30,29,Pinus taeda,Active,15
6911,2012-09-17,PITA,Loblolly pine,11.3,54,16,16,Pinus taeda,Active,8
6912,2012-09-17,PITA,Loblolly pine,7.5,53,9,9,Pinus taeda,Active,4
6913,2012-09-17,PITA,Loblolly pine,15.5,52,29,30,Pinus taeda,Active,15
6914,2012-09-17,PITA,Loblolly pine,4,17,-1,-1,Pinus taeda,Active,4
6915,2012-09-17,PITA,Loblolly pine,10.9,56,15,16,Pinus taeda,Active,8
6916,2012-09-17,LAIN,Common crapemyrtle,3.3,17,18,19,Lagerstroemia indica,Active,10
6917,2012-09-17,PITA,Loblolly pine,11.3,53,19,25,Pinus taeda,Active,12
6918,2012-09-17,PITA,Loblolly pine,9.4,47,15,13,Pinus taeda,Active,8
6919,2012-09-17,ILVO,Yaupon,2.6,14,12,10,Ilex vomitoria,Active,6
6920,2012-09-17,PITA,Loblolly pine,6.7,33,13,9,Pinus taeda,Active,6
6921,2012-09-17,PITA,Loblolly pine,9.7,57,19,17,Pinus taeda,Active,10
6922,2012-09-17,PITA,Loblolly pine,9.5,50,15,14,Pinus taeda,Active,8
6923,2012-09-17,PRSE1,Black cherry,2.8,18,15,16,Prunus serotina,Active,8
6924,2012-09-17,PRSE1,Black cherry,2.4,18,15,14,Prunus serotina,Active,8
6925,2012-09-17,PITA,Loblolly pine,3,23,6,7,Pinus taeda,Active,4
6926,2012-09-17,PITA,Loblolly pine,9.7,51,18,14,Pinus taeda,Active,9
6927,2012-09-17,PITA,Loblolly pine,10.6,51,19,14,Pinus taeda,Active,10
6928,2012-09-17,PITA,Loblolly pine,5.9,36,11,11,Pinus taeda,Active,6
6929,2012-09-17,PITA,Loblolly pine,5.5,17,13,16,Pinus taeda,Active,8
6930,2012-09-17,PRLA,Common cherry laurel,1.6,15,12,11,Prunus laurocerasus,Active,6
6931,2012-09-17,PRSE1,Black cherry,2.2,16,11,12,Prunus serotina,Active,6
6932,2012-09-17,PRLA,Common cherry laurel,2.5,16,12,16,Prunus laurocerasus,Active,8
6933,2012-09-17,PYCA,Callery pear,3.3,25,16,12,Pyrus calleryana,Active,8
6934,2012-09-17,ULRU,Slippery elm,2.2,15,12,15,Ulmus rubra,Active,8
6935,2012-09-17,QUNI,Water oak,43.5,58,66,73,Quercus nigra,Active,36
6936,2012-09-17,PRLA,Common cherry laurel,6.7,17,21,20,Prunus laurocerasus,Active,10
6937,2012-09-17,PITA,Loblolly pine,10.3,46,20,24,Pinus taeda,Active,12
6938,2012-09-17,PITA,Loblolly pine,11.2,49,17,32,Pinus taeda,Active,16
6939,2012-09-17,PITA,Loblolly pine,9.4,50,20,16,Pinus taeda,Active,10
6940,2012-09-17,AIAL,Tree of heaven,10.4,46,30,22,Ailanthus altissima,Active,15
6941,2012-09-17,PITA,Loblolly pine,9.6,46,14,13,Pinus taeda,Active,7
6942,2012-09-17,PITA,Loblolly pine,10.5,48,17,14,Pinus taeda,Active,8
6943,2012-09-17,AIAL,Tree of heaven,7.1,40,30,14,Ailanthus altissima,Active,15
6944,2012-09-17,PITA,Loblolly pine,8.3,31,22,21,Pinus taeda,Active,11
6945,2012-09-17,PITA,Loblolly pine,8.5,30,14,15,Pinus taeda,Active,8
6946,2012-09-17,PYCA,Callery pear,4.4,17,15,13,Pyrus calleryana,Active,8
6947,2012-09-17,PITA,Loblolly pine,7.4,39,14,14,Pinus taeda,Active,7
6948,2012-09-17,PITA,Loblolly pine,5.6,29,9,9,Pinus taeda,Active,4
6949,2012-09-17,PITA,Loblolly pine,5.7,30,9,9,Pinus taeda,Active,4
6950,2012-09-17,PITA,Loblolly pine,4.9,28,9,8,Pinus taeda,Active,4
6951,2012-09-17,PITA,Loblolly pine,6.3,34,14,9,Pinus taeda,Active,7
6952,2012-09-17,PITA,Loblolly pine,7,30,11,10,Pinus taeda,Active,6
6953,2012-09-17,PITA,Loblolly pine,7.2,31,13,16,Pinus taeda,Active,8
6954,2012-09-17,PITA,Loblolly pine,7.8,21,14,13,Pinus taeda,Active,7
6955,2012-09-17,PITA,Loblolly pine,7.1,30,17,17,Pinus taeda,Active,8
6956,2012-09-17,PITA,Loblolly pine,9,37,20,11,Pinus taeda,Active,10
6957,2012-09-17,PITA,Loblolly pine,7.8,35,13,12,Pinus taeda,Active,6
6958,2012-09-17,PITA,Loblolly pine,5.8,36,10,13,Pinus taeda,Active,6
6959,2012-09-17,CRJA,Japanese red cedar,3,17,9,9,Cryptomeria japonica,Active,4
6960,2012-09-17,CRJA,Japanese red cedar,3.2,15,9,9,Cryptomeria japonica,Active,4
6961,2012-09-17,CRJA,Japanese red cedar,2.2,12,6,7,Cryptomeria japonica,Active,4
6962,2012-09-17,ACRU,Red maple,4.1,23,13,12,Acer rubrum,Active,6
6963,2012-09-17,TADI,Baldcypress,5.4,26,13,13,Taxodium distichum,Active,6
6964,2012-09-17,TADI,Baldcypress,5.6,23,14,15,Taxodium distichum,Active,8
6965,2012-09-17,TADI,Baldcypress,4.9,23,15,14,Taxodium distichum,Active,8
6966,2012-09-17,CRJA,Japanese red cedar,2,13,8,7,Cryptomeria japonica,Active,4
6967,2012-09-17,CRJA,Japanese red cedar,2.3,14,7,7,Cryptomeria japonica,Active,4
6968,2012-09-17,CRJA,Japanese red cedar,2.4,17,9,9,Cryptomeria japonica,Active,4
6969,2012-09-17,CRJA,Japanese red cedar,2.3,14,9,9,Cryptomeria japonica,Active,4
6970,2012-09-17,CRJA,Japanese red cedar,2.7,15,7,7,Cryptomeria japonica,Active,4
6971,2012-09-17,CRJA,Japanese red cedar,2.7,17,10,10,Cryptomeria japonica,Active,5
6972,2012-09-17,CRJA,Japanese red cedar,2.7,17,8,8,Cryptomeria japonica,Active,4
6973,2012-09-17,CRJA,Japanese red cedar,2.3,16,9,9,Cryptomeria japonica,Active,4
6974,2012-09-17,CRJA,Japanese red cedar,1.5,15,9,8,Cryptomeria japonica,Active,4
6975,2012-09-17,CRJA,Japanese red cedar,2.1,14,8,9,Cryptomeria japonica,Active,4
6976,2012-09-17,CRJA,Japanese red cedar,2.6,15,7,7,Cryptomeria japonica,Active,4
6977,2012-09-17,CRJA,Japanese red cedar,2.4,17,7,8,Cryptomeria japonica,Active,4
6978,2012-09-17,CRJA,Japanese red cedar,2.8,18,7,7,Cryptomeria japonica,Active,4
6979,2012-09-17,CRJA,Japanese red cedar,3.2,18,9,9,Cryptomeria japonica,Active,4
6980,2012-09-17,CRJA,Japanese red cedar,1.7,17,8,8,Cryptomeria japonica,Active,4
6981,2012-09-17,CRJA,Japanese red cedar,2.7,16,6,6,Cryptomeria japonica,Active,3
6982,2012-09-17,CRJA,Japanese red cedar,2.3,14,6,7,Cryptomeria japonica,Active,4
6983,2012-09-17,CRJA,Japanese red cedar,2.7,16,7,7,Cryptomeria japonica,Active,4
6984,2012-09-17,CRJA,Japanese red cedar,1.3,15,8,8,Cryptomeria japonica,Active,4
6985,2012-09-17,CRJA,Japanese red cedar,2.9,18,7,8,Cryptomeria japonica,Active,4
6986,2012-09-17,CRJA,Japanese red cedar,2.4,16,7,7,Cryptomeria japonica,Active,4
6987,2012-09-17,CRJA,Japanese red cedar,2.9,16,6,6,Cryptomeria japonica,Active,3
6988,2012-09-17,ILAT,Topal holly,2.4,8,5,5,Ilex x attenuata,Active,2
6989,2012-09-17,ILAT,Topal holly,2,8,5,5,Ilex x attenuata,Active,2
6990,2012-09-17,ILAT,Topal holly,1.9,8,5,5,Ilex x attenuata,Active,2
6991,2012-09-17,ILAT,Topal holly,2,8,6,6,Ilex x attenuata,Active,3
6992,2012-09-17,ACPA,Japanese maple,2.5,6,7,6,Acer palmatum,Active,4
6993,2012-09-17,LAIN,Common crapemyrtle,4.5,21,24,24,Lagerstroemia indica,Active,12
6994,2012-09-17,ILAT,Topal holly,2,8,6,6,Ilex x attenuata,Active,3
6995,2012-09-17,ILAT,Topal holly,2.5,8,6,6,Ilex x attenuata,Active,3
6996,2012-09-17,ILAT,Topal holly,1.5,8,5,5,Ilex x attenuata,Active,2
6997,2012-09-17,LAIN,Common crapemyrtle,3.2,21,20,22,Lagerstroemia indica,Active,11
6998,2012-09-17,LAIN,Common crapemyrtle,3.5,21,20,20,Lagerstroemia indica,Active,10
6999,2012-09-17,LAIN,Common crapemyrtle,4.1,22,21,22,Lagerstroemia indica,Active,11
7000,2012-09-17,LAIN,Common crapemyrtle,4,21,22,23,Lagerstroemia indica,Active,12
7001,2012-09-17,ILAT,Topal holly,1.7,8,7,7,Ilex x attenuata,Active,4
7002,2012-09-17,THOC,Northern white cedar,3.4,8,5,5,Thuja occidentalis,Active,2
7003,2012-09-17,ACPA,Japanese maple,3,7,11,8,Acer palmatum,Active,6
7004,2012-09-17,ULPA,Chinese elm,11.9,31,32,34,Ulmus parvifolia,Active,17
7005,2012-09-17,ULPA,Chinese elm,11.9,36,39,32,Ulmus parvifolia,Active,20
7006,2012-09-17,ILCO2,Chinese holly,3.2,17,10,10,Ilex cornuta,Active,5
7007,2012-09-17,ILCO2,Chinese holly,4.3,14,13,13,Ilex cornuta,Active,6
7008,2012-09-17,ILCO2,Chinese holly,3.3,14,11,11,Ilex cornuta,Active,6
7009,2012-09-17,QUNI,Water oak,39.2,61,78,71,Quercus nigra,Active,39
7010,2012-09-17,CAJA9,Camellia,8,12,14,10,Camellia japonica,Active,7
7011,2012-09-17,CAJA9,Camellia,9.4,12,12,11,Camellia japonica,Active,6
7012,2012-09-17,ULAM,American elm,18.2,69,68,52,Ulmus americana,Active,34
7013,2012-09-17,ULAM,American elm,22.2,73,54,43,Ulmus americana,Active,27
7014,2012-09-17,ULAM,American elm,11.5,37,35,25,Ulmus americana,Active,18
7015,2012-09-17,ULAM,American elm,20.8,47,53,54,Ulmus americana,Removed,27
7016,2012-09-17,LAIN,Common crapemyrtle,8.1,22,32,25,Lagerstroemia indica,Active,16
7017,2012-09-17,LAIN,Common crapemyrtle,15,30,31,31,Lagerstroemia indica,Active,16
7018,2012-09-17,COFL,Flowering dogwood,9.5,35,33,19,Cornus florida,Active,16
7019,2012-09-17,COFL,Flowering dogwood,5.7,19,34,17,Cornus florida,Active,17
7020,2012-09-17,COFL,Flowering dogwood,6.3,25,30,19,Cornus florida,Active,15
7021,2012-09-17,COFL,Flowering dogwood,7.2,18,28,23,Cornus florida,Active,14
7022,2012-09-17,ULAM,American elm,31.9,63,73,68,Ulmus americana,Active,36
7023,2012-09-17,CELA,Sugarberry,10.3,29,23,31,Celtis laevigata,Active,16
7024,2012-09-17,ULAM,American elm,12.7,37,24,33,Ulmus americana,Active,16
7025,2012-09-17,ULAM,American elm,32,57,56,57,Ulmus americana,Active,28
7026,2012-09-17,MORU,Red mulberry,6.8,20,25,30,Morus rubra,Active,15
7027,2012-09-17,PLOC,American sycamore,35.9,62,58,48,Platanus occidentalis,Active,29
7028,2012-09-18,PRYE,Yoshino flowering cherry,4.4,17,14,16,Prunus yedoensis,Active,8
7029,2012-09-18,QUNI,Water oak,27.2,64,68,45,Quercus nigra,Active,34
7030,2012-09-18,MAGR,Southern magnolia,19,51,39,34,Magnolia grandiflora,Active,20
7031,2012-09-18,MAGR,Southern magnolia,6.2,26,18,13,Magnolia grandiflora,Active,9
7032,2012-09-18,ILCO2,Chinese holly,8.7,30,26,20,Ilex cornuta,Active,13
7033,2012-09-18,MAGR,Southern magnolia,13.4,36,36,36,Magnolia grandiflora,Active,18
7034,2012-09-18,GIBI,Ginkgo,14.6,53,32,34,Ginkgo biloba,Active,17
7035,2012-09-18,QUNI,Water oak,2.6,18,11,10,Quercus nigra,Active,6
7036,2012-09-18,MAGR,Southern magnolia,14.8,52,26,26,Magnolia grandiflora,Active,13
7037,2012-09-18,MAGR,Southern magnolia,26.3,53,46,38,Magnolia grandiflora,Active,23
7038,2012-09-18,MAGR,Southern magnolia,22.9,36,48,38,Magnolia grandiflora,Active,24
7039,2012-09-18,PRYE,Yoshino flowering cherry,28.2,30,50,51,Prunus yedoensis,Active,26
7040,2012-09-18,MAGR,Southern magnolia,13.6,49,28,29,Magnolia grandiflora,Active,14
7041,2012-09-18,QUNI,Water oak,32.6,56,70,65,Quercus nigra,Active,35
7042,2012-09-18,MAGR,Southern magnolia,20.6,48,34,25,Magnolia grandiflora,Active,17
7043,2012-09-18,MAGR,Southern magnolia,31.2,52,43,46,Magnolia grandiflora,Active,23
7044,2012-09-18,PIOM,Serbian spruce,19,58,26,24,Picea omorika,Active,13
7045,2012-09-18,LAIN,Common crapemyrtle,3.2,20,19,15,Lagerstroemia indica,Active,10
7046,2012-09-18,LAIN,Common crapemyrtle,3.9,19,16,15,Lagerstroemia indica,Active,8
7047,2012-09-18,LAIN,Common crapemyrtle,5.7,20,25,21,Lagerstroemia indica,Active,12
7048,2012-09-18,QUVI,Live oak,16.2,27,47,48,Quercus/live virginiana,Removed,24
7049,2012-09-18,COKO,Kousa dogwood,7.4,19,21,20,Cornus kousa,Active,10
7050,2012-09-18,CRJA,Japanese red cedar,12.3,48,22,21,Cryptomeria japonica,Active,11
7051,2012-09-18,CRJA,Japanese red cedar,11.4,50,25,19,Cryptomeria japonica,Active,12
7052,2012-09-18,CRJA,Japanese red cedar,14.7,48,22,22,Cryptomeria japonica,Active,11
7053,2012-09-18,CRJA,Japanese red cedar,9.6,52,22,18,Cryptomeria japonica,Active,11
7054,2012-09-18,CRJA,Japanese red cedar,9.1,48,18,17,Cryptomeria japonica,Active,9
7055,2012-09-18,CRJA,Japanese red cedar,15.7,45,16,19,Cryptomeria japonica,Active,10
7056,2012-09-18,MAGR,Southern magnolia,27.2,63,42,47,Magnolia grandiflora,Active,24
7057,2012-09-18,QUNI,Water oak,22.3,63,64,47,Quercus nigra,Active,32
7058,2012-09-18,QUFA,Southern red oak,42.5,86,76,73,Quercus falcata,Active,38
7059,2012-09-18,COFL,Flowering dogwood,5.2,18,24,26,Cornus florida,Active,13
7060,2012-09-18,QUNI,Water oak,34.9,72,56,74,Quercus nigra,Active,37
7061,2012-09-18,COFL,Flowering dogwood,3.1,16,19,18,Cornus florida,Active,10
7062,2012-09-18,COFL,Flowering dogwood,4.2,19,18,21,Cornus florida,Active,10
7063,2012-09-18,QUFA,Southern red oak,30.4,70,56,67,Quercus falcata,Active,34
7064,2012-09-18,QUNI,Water oak,31,81,65,50,Quercus nigra,Active,32
7065,2012-09-18,QUNI,Water oak,20.3,73,35,42,Quercus nigra,Active,21
7066,2012-09-18,ACRU,Red maple,6,33,20,21,Acer rubrum,Active,10
7067,2012-09-18,QUNI,Water oak,45.5,63,78,76,Quercus nigra,Active,39
7068,2012-09-18,MAGR,Southern magnolia,15.1,50,37,45,Magnolia grandiflora,Active,22
7069,2012-09-18,COFL,Flowering dogwood,6.2,17,24,25,Cornus florida,Active,12
7070,2012-09-18,ACSA2,Sugar maple,24.2,59,59,53,Acer saccharum,Active,30
7071,2012-09-18,ACSA2,Sugar maple,23,55,47,60,Acer saccharum,Active,30
7072,2012-09-18,CELI,Cedar of lebanon,2.8,7,5,5,Cedrus libani,Active,2
7073,2012-09-18,MAGR,Southern magnolia,11.6,30,27,32,Magnolia grandiflora,Active,16
7074,2012-09-18,MAGR,Southern magnolia,7,30,21,17,Magnolia grandiflora,Active,10
7075,2012-09-18,MAGR,Southern magnolia,5.5,27,13,16,Magnolia grandiflora,Active,8
7076,2012-09-18,QUNI,Water oak,15.6,50,22,20,Quercus nigra,Active,11
7077,2012-09-18,QUNI,Water oak,23.2,77,29,68,Quercus nigra,Active,34
7078,2012-09-18,QUNI,Water oak,30.2,74,46,67,Quercus nigra,Active,34
7079,2012-09-18,QUFA,Southern red oak,33.6,69,64,64,Quercus falcata,Active,32
7080,2012-09-18,QUNI,Water oak,21.6,45,23,40,Quercus nigra,Active,20
7081,2012-09-18,CULE,Leyland cypress,9.2,38,16,14,Cupressocyparis leylandii,Active,8
7082,2012-09-18,CULE,Leyland cypress,8.4,39,15,14,Cupressocyparis leylandii,Active,8
7083,2012-09-18,PITA,Loblolly pine,22.5,75,46,40,Pinus taeda,Active,23
7084,2012-09-18,PITA,Loblolly pine,19.8,74,40,29,Pinus taeda,Active,20
7085,2012-09-18,PITA,Loblolly pine,13.1,56,28,21,Pinus taeda,Active,14
7086,2012-09-18,CULE,Leyland cypress,6.7,36,14,14,Cupressocyparis leylandii,Active,7
7087,2012-09-18,CULE,Leyland cypress,5.5,28,13,13,Cupressocyparis leylandii,Active,6
7088,2012-09-18,CULE,Leyland cypress,3.4,21,12,12,Cupressocyparis leylandii,Active,6
7089,2012-09-18,CULE,Leyland cypress,6,21,11,10,Cupressocyparis leylandii,Active,6
7090,2012-09-19,LAIN,Common crapemyrtle,3.7,16,10,15,Lagerstroemia indica,Active,8
7091,2012-09-19,QUNI,Water oak,12.3,33,34,46,Quercus nigra,Active,23
7092,2012-09-19,PIVI,Virginia pine,13,46,17,25,Pinus virginiana,Active,12
7093,2012-09-19,PIVI,Virginia pine,12.3,51,18,23,Pinus virginiana,Active,12
7094,2012-09-19,PIVI,Virginia pine,8.3,42,13,16,Pinus virginiana,Active,8
7095,2012-09-19,PIVI,Virginia pine,15.5,42,28,29,Pinus virginiana,Active,14
7096,2012-09-19,PIVI,Virginia pine,13.5,40,16,24,Pinus virginiana,Active,12
7097,2012-09-19,PIVI,Virginia pine,13.5,45,17,37,Pinus virginiana,Active,18
7098,2012-09-19,PIVI,Virginia pine,13.9,43,25,29,Pinus virginiana,Active,14
7099,2012-09-19,PIVI,Virginia pine,8.1,38,10,14,Pinus virginiana,Active,7
7100,2012-09-19,PIVI,Virginia pine,9.1,45,12,16,Pinus virginiana,Active,8
7101,2012-09-19,PIVI,Virginia pine,12.9,35,21,25,Pinus virginiana,Active,12
7102,2012-09-19,PIVI,Virginia pine,13.6,45,16,27,Pinus virginiana,Active,14
7103,2012-09-19,PIVI,Virginia pine,7.4,24,14,28,Pinus virginiana,Active,14
7104,2012-09-19,PIVI,Virginia pine,11.1,43,24,23,Pinus virginiana,Active,12
7105,2012-09-19,QUNI,Water oak,3.3,10,18,12,Quercus nigra,Active,9
7106,2012-09-19,PIVI,Virginia pine,10,48,16,27,Pinus virginiana,Active,14
7107,2012-09-19,PIVI,Virginia pine,11.2,48,13,21,Pinus virginiana,Active,10
7108,2012-09-19,PIVI,Virginia pine,6.8,31,17,18,Pinus virginiana,Active,9
7109,2012-09-19,PIVI,Virginia pine,8.5,45,13,13,Pinus virginiana,Active,6
7110,2012-09-19,PIVI,Virginia pine,15.6,48,28,25,Pinus virginiana,Active,14
7111,2012-09-19,QUNI,Water oak,4.4,13,14,13,Quercus nigra,Active,7
7112,2012-09-19,PIVI,Virginia pine,9.5,47,14,14,Pinus virginiana,Active,7
7113,2012-09-19,PIVI,Virginia pine,7.1,27,15,14,Pinus virginiana,Active,8
7114,2012-09-19,PIVI,Virginia pine,5.4,26,10,13,Pinus virginiana,Active,6
7115,2012-09-19,PIVI,Virginia pine,8.9,24,23,16,Pinus virginiana,Active,12
7116,2012-09-19,PIVI,Virginia pine,12.4,47,19,25,Pinus virginiana,Active,12
7117,2012-09-19,PIVI,Virginia pine,3.5,20,8,7,Pinus virginiana,Active,4
7118,2012-09-19,PIVI,Virginia pine,11.8,50,26,18,Pinus virginiana,Active,13
7119,2012-09-19,PIVI,Virginia pine,6.4,33,18,16,Pinus virginiana,Active,9
7120,2012-09-19,PLOC,American sycamore,8.7,44,29,21,Platanus occidentalis,Active,14
7121,2012-09-19,PIVI,Virginia pine,6.5,29,17,21,Pinus virginiana,Active,10
7122,2012-09-19,PIVI,Virginia pine,6.9,25,14,15,Pinus virginiana,Active,8
7123,2012-09-19,PIVI,Virginia pine,11.5,43,12,23,Pinus virginiana,Active,12
7124,2012-09-19,PIVI,Virginia pine,11.2,43,18,19,Pinus virginiana,Active,10
7125,2012-09-19,QUNI,Water oak,10.9,33,20,17,Quercus nigra,Active,10
7126,2012-09-19,PIVI,Virginia pine,20,24,-1,-1,Pinus virginiana,Active,20
7127,2012-09-19,PIVI,Virginia pine,14.6,44,21,25,Pinus virginiana,Active,12
7128,2012-09-19,PIVI,Virginia pine,9.8,23,18,17,Pinus virginiana,Active,9
7129,2012-09-19,CAIL,Pecan,10.4,51,23,17,Carya illinoinensis,Active,12
7130,2012-09-19,QUNI,Water oak,14.4,44,42,37,Quercus nigra,Active,21
7131,2012-09-19,PIVI,Virginia pine,9.6,43,23,19,Pinus virginiana,Active,12
7132,2012-09-19,PIVI,Virginia pine,9.9,39,15,21,Pinus virginiana,Active,10
7133,2012-09-19,PLOC,American sycamore,9.9,45,18,23,Platanus occidentalis,Active,12
7134,2012-09-19,PIVI,Virginia pine,12.1,41,27,25,Pinus virginiana,Active,14
7135,2012-09-19,PLOC,American sycamore,12.5,40,40,30,Platanus occidentalis,Active,20
7136,2012-09-19,PYCA,Callery pear,15.6,28,33,35,Pyrus calleryana,Active,18
7137,2012-09-19,PIVI,Virginia pine,9.4,28,16,19,Pinus virginiana,Active,10
7138,2012-09-19,PIVI,Virginia pine,10,18,12,18,Pinus virginiana,Active,9
7139,2012-09-19,PIVI,Virginia pine,10.4,19,22,24,Pinus virginiana,Active,12
7140,2012-09-19,PIVI,Virginia pine,14.3,28,29,26,Pinus virginiana,Active,14
7141,2012-09-19,PIVI,Virginia pine,15.1,27,24,28,Pinus virginiana,Active,14
7142,2012-09-19,PIVI,Virginia pine,9.4,36,14,15,Pinus virginiana,Active,8
7143,2012-09-19,PITA,Loblolly pine,12.7,20,20,22,Pinus taeda,Active,11
7144,2012-09-19,PITA,Loblolly pine,12.9,24,21,24,Pinus taeda,Active,12
7145,2012-09-19,KOPA,Goldenrain tree,8.1,25,20,26,Koelreuteria paniculata,Active,13
7146,2012-09-19,QUNI,Water oak,27.7,57,58,50,Quercus nigra,Active,29
7147,2012-09-19,LAIN,Common crapemyrtle,3.5,15,19,19,Lagerstroemia indica,Active,10
7148,2012-09-19,ACSA2,Sugar maple,3.8,20,13,12,Acer saccharum,Removed,6
7149,2012-09-19,ACSA2,Sugar maple,3,17,13,12,Acer saccharum,Active,6
7150,2012-09-19,ACSA2,Sugar maple,4,18,15,14,Acer saccharum,Active,8
7151,2012-09-19,ACSA2,Sugar maple,5.1,28,18,18,Acer saccharum,Active,9
7152,2012-09-19,LAIN,Common crapemyrtle,4,15,22,21,Lagerstroemia indica,Active,11
7153,2012-09-19,LAIN,Common crapemyrtle,8,18,23,20,Lagerstroemia indica,Active,12
7154,2012-09-19,PRYE,Yoshino flowering cherry,12,20,25,27,Prunus yedoensis,Active,14
7155,2012-09-19,PRYE,Yoshino flowering cherry,5.2,15,16,17,Prunus yedoensis,Active,8
7156,2012-09-19,PRYE,Yoshino flowering cherry,6.5,16,20,20,Prunus yedoensis,Active,10
7157,2012-09-19,QUPH,Willow oak,16,40,37,33,Quercus phellos,Active,18
7158,2012-09-19,ACSA2,Sugar maple,4.3,18,17,17,Acer saccharum,Active,8
