Date,Tree.Code,Scientific.Name,Common.Name,Breaking.Leafbuds,Canopy.Cover,Leaf.Size,Colored.Leaves,Lost.Leaves,Flower.Buds,Open.Flowers,Pollen,Fruits,Ripe.Fruits,Dropped.seeds
2018-01-31,3487,Magnolia grandiflora,Southern Magnolia,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-13,3487,Magnolia grandiflora,Southern Magnolia,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-11-19,3487,Magnolia grandiflora,Southern Magnolia,No,<5%,NA,<5%,25%-49%,0,NA,NA,<3,<5%,0
2018-11-27,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,50%-74%,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-11-13,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,50%-74%,50%-74%,<5%,0,NA,NA,<3,<5%,0
2018-11-07,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,50%-74%,50%-74%,50%-74%,0,NA,NA,<3,<5%,0
2018-10-08,3487,Magnolia grandiflora,Southern Magnolia,Yes; <3,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-10-23,3487,Magnolia grandiflora,Southern Magnolia,Yes; <3,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-10-29,3487,Magnolia grandiflora,Southern Magnolia,Yes; <3,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-02-05,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-02-12,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-04-09,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-02-20,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-02-27,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-03-27,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-04-03,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-09-18,3487,Magnolia grandiflora,Southern Magnolia,No,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-03-06,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,50%-74%,95% or more,75%-94%,75%-94%,0,NA,NA,<3,<5%,0
2018-03-13,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2018-10-02,3487,Magnolia grandiflora,Southern Magnolia,No,<5%,75%-94%,75%-94%,<5%,<3,<5%,NA,<3,<5%,0
2018-10-16,3487,Magnolia grandiflora,Southern Magnolia,No,<5%,75%-94%,75%-94%,<5%,<3,<5%,NA,<3,<5%,0
2020-03-13,3487,Magnolia grandiflora,Southern Magnolia,No,75%-94%,95% or more,<5%,<5%,11-100,<5%,NA,<3,<5%,0
2020-03-05,3487,Magnolia grandiflora,Southern Magnolia,Yes; 11-100,75%-94%,95% or more,<5%,<5%,11-100,<5%,NA,<3,<5%,0
2018-09-06,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,NA,<5%,<5%,11-100,<5%,NA,<3,<5%,0
2018-09-11,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,75%-94%,95% or more,<5%,3 to 10,<5%,NA,<3,<5%,0
2018-09-25,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,95% or more,75%-94%,<5%,3 to 10,25-49%,NA,<3,<5%,0
2017-09-19,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,95% or more,50%-74%,25%-49%,0,NA,little,1001-10000,25-49%,NA
2019-03-14,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,101-1000,NA,NA,3 to 10,95% or more,NA
2017-10-17,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,50%-74%,<3,<5%,NA,NA,NA,NA
2017-11-07,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,25%-49%,0,NA,NA,NA,NA,NA
2017-10-24,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-10-31,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-11-14,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2019-01-22,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-01-16,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,3487,Magnolia grandiflora,Southern Magnolia,No,75%-94%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-14,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-07,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-04-14,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-31,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,NA,101-1000,NA,NA,NA,NA,NA
2019-03-22,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,NA,101-1000,NA,NA,NA,NA,NA
2019-04-05,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,<5%,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-04-22,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,<5%,95% or more,NA,101-1000,NA,NA,NA,NA,NA
2019-01-28,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,NA,95% or more,<5%,"1001-10,000",NA,NA,NA,NA,NA
2019-02-05,3487,Magnolia grandiflora,Southern Magnolia,No,95% or more,25%-49%,95% or more,<5%,"1001-10,000",NA,NA,NA,NA,NA
2017-10-03,3487,Magnolia grandiflora,Southern Magnolia,No,25%-49%,95% or more,25%-49%,50%-74%,11-100,5-24%,little,NA,NA,NA
2017-09-13,3487,Magnolia grandiflora,Southern Magnolia,No,50%-74%,75%-94%,50%-74%,25%-49%,101-1000,NA,little,NA,NA,NA
2018-02-13,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,<3
2019-09-24,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,<3
2019-10-22,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,50%-74%,50%-74%,0,NA,NA,101-1000,<5%,<3
2018-09-10,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-06,3491,Ulmus alata,Winged Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-27,3491,Ulmus alata,Winged Elm,Yes; 101-1000,5%-24%,<5%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-11,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-03,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-10,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-18,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-18,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-24,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-02,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-09,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-06,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-01-31,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-01-29,3491,Ulmus alata,Winged Elm,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-20,3491,Ulmus alata,Winged Elm,Yes; 101-1000,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-09-24,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-09-18,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-09-17,3491,Ulmus alata,Winged Elm,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-09-23,3491,Ulmus alata,Winged Elm,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-03-06,3491,Ulmus alata,Winged Elm,Yes; 101-1000,5%-24%,<5%,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-10-07,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-09-27,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-10-12,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-10-23,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,50%-74%,25%-49%,0,NA,NA,<3,<5%,0
2018-10-23,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,50%-74%,25%-49%,0,NA,NA,<3,<5%,0
2019-10-02,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,50%-74%,50%-74%,0,NA,NA,<3,<5%,0
2019-10-09,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,50%-74%,50%-74%,0,NA,NA,<3,<5%,0
2019-10-16,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,50%-74%,50%-74%,0,NA,NA,<3,<5%,0
2018-04-16,3491,Ulmus alata,Winged Elm,"Yes; 1001-10,000",75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-11-20,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,75%-94%,25%-49%,0,NA,NA,<3,<5%,0
2018-11-09,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,75%-94%,50%-74%,0,NA,NA,<3,<5%,0
2018-11-06,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,75%-94%,50%-74%,0,NA,NA,<3,<5%,0
2018-11-27,3491,Ulmus alata,Winged Elm,No,<5%,95% or more,75%-94%,75%-94%,0,NA,NA,<3,<5%,0
2019-10-30,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,75%-94%,75%-94%,0,NA,NA,<3,<5%,0
2019-11-06,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,75%-94%,75%-94%,0,NA,NA,<3,<5%,0
2019-11-13,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2019-11-21,3491,Ulmus alata,Winged Elm,No,<5%,95% or more,95% or more,95% or more,0,NA,NA,<3,<5%,0
2018-03-27,3491,Ulmus alata,Winged Elm,Yes; 101-1000,25%-49%,50%-74%,<5%,<5%,101-1000,<5%,NA,<3,<5%,0
2018-04-03,3491,Ulmus alata,Winged Elm,Yes; 101-1000,5%-24%,75%-94%,<5%,<5%,101-1000,<5%,NA,<3,<5%,0
2018-03-12,3491,Ulmus alata,Winged Elm,Yes; 101-1000,<5%,<5%,25%-49%,<5%,101-1000,<5%,NA,<3,<5%,0
2018-03-17,3491,Ulmus alata,Winged Elm,Yes; 101-1000,5%-24%,<5%,25%-49%,<5%,101-1000,<5%,NA,<3,<5%,0
2018-04-09,3491,Ulmus alata,Winged Elm,Yes; 101-1000,75%-94%,75%-94%,75%-94%,<5%,101-1000,<5%,NA,<3,<5%,0
2019-01-28,3491,Ulmus alata,Winged Elm,No,0,NA,NA,NA,"More than 10,000",5-24%,NA,NA,NA,NA
2019-02-14,3491,Ulmus alata,Winged Elm,No,0,NA,NA,NA,"1001-10,000",95% or more,NA,NA,NA,NA
2019-02-05,3491,Ulmus alata,Winged Elm,No,0,NA,NA,NA,"More than 10,000",95% or more,NA,NA,NA,NA
2017-10-03,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-10-10,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-10-17,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-10-24,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-10-31,3491,Ulmus alata,Winged Elm,No,25%-49%,95% or more,25%-49%,50%-74%,0,NA,NA,NA,NA,NA
2017-11-07,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,5%-24%,75%-94%,0,NA,NA,NA,NA,NA
2017-11-14,3491,Ulmus alata,Winged Elm,No,5%-24%,95% or more,5%-24%,75%-94%,0,NA,NA,NA,NA,NA
2017-09-13,3491,Ulmus alata,Winged Elm,No,50%-74%,75%-94%,50%-74%,25%-49%,0,NA,NA,NA,NA,NA
2017-09-19,3491,Ulmus alata,Winged Elm,No,50%-74%,75%-94%,50%-74%,25%-49%,0,NA,NA,NA,NA,NA
2017-09-26,3491,Ulmus alata,Winged Elm,No,50%-74%,95% or more,50%-74%,25%-49%,0,NA,NA,NA,NA,NA
2017-09-05,3491,Ulmus alata,Winged Elm,No,75%-94%,75%-94%,75%-94%,25%-49%,0,NA,NA,NA,NA,NA
2017-08-29,3491,Ulmus alata,Winged Elm,No,75%-94%,75%-94%,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2019-04-14,3491,Ulmus alata,Winged Elm,No,75%-94%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-31,3491,Ulmus alata,Winged Elm,Yes; 101-1000,75%-94%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-14,3491,Ulmus alata,Winged Elm,No,95% or more,NA,25%-49%,NA,0,NA,NA,NA,NA,NA
2019-04-22,3491,Ulmus alata,Winged Elm,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-05,3491,Ulmus alata,Winged Elm,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,3491,Ulmus alata,Winged Elm,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-07,3491,Ulmus alata,Winged Elm,No,50%-74%,25%-49%,<5%,NA,0,NA,NA,NA,NA,NA
2019-03-22,3491,Ulmus alata,Winged Elm,Yes; 101-1000,50%-74%,5%-24%,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2019-01-16,3491,Ulmus alata,Winged Elm,No,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-02-18,3491,Ulmus alata,Winged Elm,"Yes; More than 10,000",75%-94%,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-01-22,3491,Ulmus alata,Winged Elm,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-25,3491,Ulmus alata,Winged Elm,No,50%-74%,NA,25%-49%,NA,"1001-10,000",NA,NA,NA,NA,NA
2018-09-10,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,3 to 10
2018-02-13,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,<3
2017-09-19,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2017-09-26,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2017-10-03,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2017-10-10,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2017-10-17,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2017-10-24,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,<5%,<3
2019-09-24,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,<3
2019-10-09,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,<3
2019-10-16,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,<3
2019-10-30,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,<3
2017-09-05,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,101-1000,<5%,<3
2017-09-13,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,101-1000,<5%,11-100
2019-01-28,3501,Taxodium distichum,Bald Cypress,No,5%-24%,NA,95% or more,<5%,0,NA,NA,101-1000,95% or more,11-100
2019-02-05,3501,Taxodium distichum,Bald Cypress,No,5%-24%,NA,95% or more,<5%,0,NA,NA,101-1000,95% or more,11-100
2017-10-31,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,NA,11-100
2017-11-07,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,NA,11-100
2017-11-14,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,1001-10000,NA,11-100
2019-02-18,3501,Taxodium distichum,Bald Cypress,No,0,NA,NA,NA,"1001-10,000",NA,little,101-1000,95% or more,3 to 10
2018-04-09,3501,Taxodium distichum,Bald Cypress,Yes; 11-100,5%-24%,<5%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-04-03,3501,Taxodium distichum,Bald Cypress,Yes; 11-100,5%-24%,<5%,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-03,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-10,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-18,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-24,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-02,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-09,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2018-03-18,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-01-31,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-05,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-20,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-27,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-03-06,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-03-12,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-03-27,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-01-29,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-04-16,3501,Taxodium distichum,Bald Cypress,Yes; 101-1000,50%-74%,25%-49%,50%-74%,<5%,0,NA,NA,<3,<5%,0
2018-10-07,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-09-27,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-09-23,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-10-23,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-09-24,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-11-06,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,75%-94%,0,NA,NA,101-1000,<5%,0
2019-11-06,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2019-09-11,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2019-09-18,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2019-10-02,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2019-10-22,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-10-12,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,<5%,0
2018-11-20,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,101-1000,<5%,0
2018-11-09,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,101-1000,<5%,0
2018-11-27,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,101-1000,<5%,0
2018-10-26,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,75%-94%,<5%,0,NA,NA,101-1000,<5%,0
2019-11-21,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,95% or more,<5%,0,NA,NA,101-1000,<5%,0
2018-09-05,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,101-1000,<5%,0
2019-11-13,3501,Taxodium distichum,Bald Cypress,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,101-1000,5-24%,0
2018-09-17,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,<5%,<5%,0,NA,NA,101-1000,95% or more,0
2019-04-27,3501,Taxodium distichum,Bald Cypress,No,95% or more,NA,95% or more,NA,0,NA,NA,101-1000,NA,NA
2019-04-22,3501,Taxodium distichum,Bald Cypress,No,95% or more,25%-49%,95% or more,NA,0,NA,NA,101-1000,NA,NA
2017-08-29,3501,Taxodium distichum,Bald Cypress,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-01-22,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-14,3501,Taxodium distichum,Bald Cypress,No,<5%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-03-07,3501,Taxodium distichum,Bald Cypress,No,5%-24%,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-04-15,3501,Taxodium distichum,Bald Cypress,No,75%-94%,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-04-05,3501,Taxodium distichum,Bald Cypress,"Yes; 1001-10,000",0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-01-16,3501,Taxodium distichum,Bald Cypress,No,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-02-14,3501,Taxodium distichum,Bald Cypress,No,25%-49%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-02-25,3501,Taxodium distichum,Bald Cypress,No,0,NA,NA,NA,"1001-10,000",NA,NA,NA,NA,NA
2019-03-22,3501,Taxodium distichum,Bald Cypress,No,0,NA,NA,NA,11-100,95% or more,some,NA,NA,NA
2019-03-31,3501,Taxodium distichum,Bald Cypress,Yes; 11-100,0,NA,NA,NA,0,NA,some,NA,NA,NA
2018-02-12,4756,Pyrus calleryana,Callery Pear,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,<3
2020-01-29,4756,Pyrus calleryana,Callery Pear,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,<3
2018-04-10,4756,Pyrus calleryana,Callery Pear,No,95% or more,75%-94%,95% or more,<5%,0,NA,NA,<3,<5%,<3
2018-04-03,4756,Pyrus calleryana,Callery Pear,Yes; 11-100,95% or more,75%-94%,95% or more,<5%,0,NA,NA,<3,<5%,<3
2018-03-26,4756,Pyrus calleryana,Callery Pear,Yes; 11-100,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,<3
2018-02-19,4756,Pyrus calleryana,Callery Pear,No,<5%,NA,<5%,95% or more,101-1000,<5%,NA,<3,<5%,<3
2018-03-13,4756,Pyrus calleryana,Callery Pear,Yes; 11-100,75%-94%,75%-94%,75%-94%,<5%,101-1000,95% or more,NA,<3,<5%,<3
2018-04-16,4756,Pyrus calleryana,Callery Pear,Yes; 11-100,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,<5%,<3
2019-10-17,4756,Pyrus calleryana,Callery Pear,Yes; 3 to 10,25%-49%,25%-49%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-24,4756,Pyrus calleryana,Callery Pear,Yes; 3 to 10,5%-24%,25%-49%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-26,4756,Pyrus calleryana,Callery Pear,Yes; 3 to 10,<5%,25%-49%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-09,4756,Pyrus calleryana,Callery Pear,Yes; 3 to 10,25%-49%,25%-49%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-03,4756,Pyrus calleryana,Callery Pear,Yes; 3 to 10,25%-49%,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-12,4756,Pyrus calleryana,Callery Pear,No,50%-74%,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
